timestamp,username,ip_address,location,incident_type,risk_score,severity,ml_anomaly_score,is_ml_anomaly,reasons,recommended_action,decision_method,action_executed,action_type,action_details,action_timestamp,ticket_generated,ticket_id,ticket_path,timeline
2025-08-03 19:59:00,samuelbenjamin,200.227.26.155,"West William, Ecuador",Brute Force Attempt,57.72,MEDIUM,37.19,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 200.227.26.155 was added to simulated block list.,2026-07-03T12:41:10.061348+00:00,False,,,[]
2025-08-03 23:40:00,michellewilson,148.163.163.108,"Richardport, Israel",Possible Brute Force Success,55.48,MEDIUM,26.19,1,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'High threat level detected', 'ML anomaly model confirmed abnormal authentication behavior']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user michellewilson.,2026-07-03T12:41:10.068436+00:00,False,,,[]
2025-08-04 01:19:00,kevinvaldez,112.87.223.66,"Gayville, Cyprus",Brute Force Attempt,56.98,MEDIUM,29.77,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 112.87.223.66 was added to simulated block list.,2026-07-03T12:41:10.074922+00:00,False,,,[]
2025-08-04 01:59:00,jaimeknight,197.246.216.57,"Port Charlesborough, Cyprus",Possible Brute Force Success,76.72,HIGH,47.23,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user jaimeknight.,2026-07-03T12:41:10.079102+00:00,True,SOC-AI-20260703124110079692-jaimeknight-64a67dbf,reports/tickets/SOC-AI-20260703124110079692-jaimeknight-64a67dbf.txt,[]
2025-08-04 02:32:00,michaelschwartz,92.135.179.212,"New Gerald, Myanmar",Brute Force Attempt,64.28,MEDIUM,12.85,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 92.135.179.212 was added to simulated block list.,2026-07-03T12:41:10.085219+00:00,False,,,[]
2025-08-04 02:57:00,andersonchristopher,187.182.131.32,"South Michelemouth, Guatemala",Possible Brute Force Success,61.53,MEDIUM,30.31,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user andersonchristopher.,2026-07-03T12:41:10.089595+00:00,False,,,[]
2025-08-04 03:44:00,robert42,86.79.163.131,"Grantmouth, Kiribati",Expired Session Abuse,57.69,MEDIUM,36.88,0,"['Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Invalidate expired tokens and investigate token reuse attempts.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Session Revocation,Active session revocation was simulated for user robert42.,2026-07-03T12:41:10.094119+00:00,False,,,[]
2025-08-04 04:09:00,lsmith,129.134.155.94,"Hillmouth, Holy See (Vatican City State)",Brute Force Attempt,62.49,MEDIUM,39.94,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 129.134.155.94 was added to simulated block list.,2026-07-03T12:41:10.097914+00:00,False,,,[]
2025-08-04 04:18:00,vlopez,165.84.246.116,"North Monicaland, Lebanon",Possible Brute Force Success,76.0,HIGH,39.95,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user vlopez.,2026-07-03T12:41:10.102014+00:00,True,SOC-AI-20260703124110102733-vlopez-b215d1a4,reports/tickets/SOC-AI-20260703124110102733-vlopez-b215d1a4.txt,[]
2025-08-04 04:37:00,brentkeller,113.32.181.163,"Port Abigailmouth, Portugal",Expired Session Abuse,63.31,MEDIUM,48.06,0,"['Login attempt occurred during unusual hours', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Invalidate expired tokens and investigate token reuse attempts.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Session Revocation,Active session revocation was simulated for user brentkeller.,2026-07-03T12:41:10.109322+00:00,False,,,[]
2025-08-04 04:53:00,morrisricky,84.205.226.199,"South Kathryn, Greece",Brute Force Attempt,56.12,MEDIUM,21.24,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 84.205.226.199 was added to simulated block list.,2026-07-03T12:41:10.115227+00:00,False,,,[]
2025-08-04 04:54:00,donald43,11.105.186.34,"New Jordan, Benin",Possible Brute Force Success,60.27,MEDIUM,17.68,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user donald43.,2026-07-03T12:41:10.120529+00:00,False,,,[]
2025-08-04 04:54:00,smithashley,58.161.245.158,"Justinville, Czech Republic",Possible Brute Force Success,85.32,HIGH,43.17,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user smithashley.,2026-07-03T12:41:10.124657+00:00,True,SOC-AI-20260703124110125293-smithashley-fd9233ba,reports/tickets/SOC-AI-20260703124110125293-smithashley-fd9233ba.txt,[]
2025-08-04 05:14:00,kevinfry,222.228.97.180,"Lake Jacquelineville, Cameroon",Possible Brute Force Success,60.27,MEDIUM,17.74,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user kevinfry.,2026-07-03T12:41:10.131624+00:00,False,,,[]
2025-08-04 05:15:00,fparker,62.75.20.137,"Lake Regina, Aruba",Possible Brute Force Success,57.39,MEDIUM,45.97,1,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model confirmed abnormal authentication behavior']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user fparker.,2026-07-03T12:41:10.138959+00:00,False,,,[]
2025-08-04 05:20:00,don00,173.230.85.119,"Nguyenview, Timor-Leste",Possible Brute Force Success,64.44,MEDIUM,59.39,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user don00.,2026-07-03T12:41:10.148750+00:00,False,,,[]
2025-08-04 05:29:00,crystalwilliams,194.105.23.125,"North Davidbury, United States Minor Outlying Islands",Possible Brute Force Success,62.5,MEDIUM,40.0,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user crystalwilliams.,2026-07-03T12:41:10.158283+00:00,False,,,[]
2025-08-04 09:17:00,msmith,94.25.19.160,"Port Sarah, Chile",Brute Force Attempt,62.63,MEDIUM,41.31,0,"['High number of failed login attempts', 'Device change detected', 'Expired token usage detected', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 94.25.19.160 was added to simulated block list.,2026-07-03T12:41:10.166646+00:00,False,,,[]
2025-08-04 09:26:00,marcmorris,48.93.184.240,"South Brittneyberg, Croatia",Possible Brute Force Success,65.64,MEDIUM,71.36,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user marcmorris.,2026-07-03T12:41:10.173857+00:00,False,,,[]
2025-08-04 10:02:00,estewart,223.86.124.128,"Ericfort, Singapore",Brute Force Attempt,61.56,MEDIUM,30.63,0,"['High number of failed login attempts', 'Device change detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 223.86.124.128 was added to simulated block list.,2026-07-03T12:41:10.178653+00:00,False,,,[]
2025-08-04 10:39:00,anelson,197.15.19.204,"West Lancestad, Cameroon",Possible Brute Force Success,57.49,MEDIUM,34.92,0,"['High number of failed login attempts', 'Device change detected', 'Expired token usage detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user anelson.,2026-07-03T12:41:10.183924+00:00,False,,,[]
2025-08-04 12:05:00,diane77,138.128.22.63,"Crystalton, Costa Rica",Possible Brute Force Success,75.5,HIGH,35.05,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user diane77.,2026-07-03T12:41:10.189407+00:00,True,SOC-AI-20260703124110190062-diane77-f17b6ee3,reports/tickets/SOC-AI-20260703124110190062-diane77-f17b6ee3.txt,[]
2025-08-04 12:35:00,daniel72,177.241.221.217,"North Thomasville, Seychelles",Brute Force Attempt,58.41,MEDIUM,44.09,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 177.241.221.217 was added to simulated block list.,2026-07-03T12:41:10.198306+00:00,False,,,[]
2025-08-04 12:46:00,christopher48,203.14.84.248,"Jacksonland, Finland",Possible Brute Force Success,76.15,HIGH,41.54,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user christopher48.,2026-07-03T12:41:10.202719+00:00,True,SOC-AI-20260703124110203361-christopher48-cdfa912e,reports/tickets/SOC-AI-20260703124110203361-christopher48-cdfa912e.txt,[]
2025-08-04 12:46:00,ehall,92.194.168.85,"North Zacharyfort, Norfolk Island",Brute Force Attempt,68.34,MEDIUM,53.36,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 92.194.168.85 was added to simulated block list.,2026-07-03T12:41:10.209912+00:00,False,,,[]
2025-08-04 15:13:00,mlevy,162.106.238.173,"Julieville, Benin",Possible Brute Force Success,60.63,MEDIUM,21.34,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user mlevy.,2026-07-03T12:41:10.216774+00:00,False,,,[]
2025-08-04 16:51:00,brendan38,187.14.29.45,"Jordanland, Niger",Brute Force Attempt,85.23,HIGH,42.29,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 187.14.29.45 was added to simulated block list.,2026-07-03T12:41:10.222755+00:00,True,SOC-AI-20260703124110227277-brendan38-f061ae8c,reports/tickets/SOC-AI-20260703124110227277-brendan38-f061ae8c.txt,[]
2025-08-04 17:21:00,kellybowers,196.235.171.133,"Port Kimberly, Serbia",Possible Brute Force Success,66.38,MEDIUM,33.82,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user kellybowers.,2026-07-03T12:41:10.235314+00:00,False,,,[]
2025-08-04 18:20:00,heather63,129.185.171.19,"Lisashire, Cambodia",Brute Force Attempt,59.91,MEDIUM,22.28,1,"['High number of failed login attempts', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model confirmed abnormal authentication behavior']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 129.185.171.19 was added to simulated block list.,2026-07-03T12:41:10.241304+00:00,False,,,[]
2025-08-04 18:56:00,markrobertson,93.147.81.174,"Amyport, Germany",Possible Brute Force Success,56.89,MEDIUM,28.9,0,"['High number of failed login attempts', 'Device change detected', 'MFA is disabled', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user markrobertson.,2026-07-03T12:41:10.247569+00:00,False,,,[]
2025-08-04 22:26:00,rebecca12,185.28.202.163,"Greenbury, Portugal",Brute Force Attempt,67.26,MEDIUM,42.6,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 185.28.202.163 was added to simulated block list.,2026-07-03T12:41:10.255398+00:00,False,,,[]
2025-08-04 23:20:00,mbridges,108.193.141.14,"Allenhaven, French Guiana",Expired Session Abuse,55.88,MEDIUM,63.75,0,"['Login attempt occurred during unusual hours', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Invalidate expired tokens and investigate token reuse attempts.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Session Revocation,Active session revocation was simulated for user mbridges.,2026-07-03T12:41:10.261375+00:00,False,,,[]
2025-08-04 23:48:00,tyler13,220.19.182.235,"Lake Donaldborough, South Georgia and the South Sandwich Islands",Geo Risk Authentication,55.54,MEDIUM,60.4,0,"['Login attempt occurred during unusual hours', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Trigger additional authentication challenge and verify login origin.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Step-Up Authentication,Additional authentication challenge was simulated for user tyler13.,2026-07-03T12:41:10.269535+00:00,False,,,[]
2025-08-05 00:59:00,donald33,49.223.48.47,"West Terri, Gibraltar",Geo Risk Authentication,67.02,MEDIUM,40.21,0,"['Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Trigger additional authentication challenge and verify login origin.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Step-Up Authentication,Additional authentication challenge was simulated for user donald33.,2026-07-03T12:41:10.277239+00:00,False,,,[]
2025-08-05 01:17:00,moorechristy,203.43.80.197,"North Lauren, Denmark",Brute Force Attempt,92.46,HIGH,24.64,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 203.43.80.197 was added to simulated block list.,2026-07-03T12:41:10.282081+00:00,True,SOC-AI-20260703124110282762-moorechristy-4141435e,reports/tickets/SOC-AI-20260703124110282762-moorechristy-4141435e.txt,[]
2025-08-05 01:18:00,brandonsmith,206.125.244.179,"Brownview, San Marino",Possible Brute Force Success,83.83,HIGH,28.26,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user brandonsmith.,2026-07-03T12:41:10.290394+00:00,True,SOC-AI-20260703124110291086-brandonsmith-21e56009,reports/tickets/SOC-AI-20260703124110291086-brandonsmith-21e56009.txt,[]
2025-08-05 01:22:00,pierceryan,149.50.193.94,"Tracyfurt, Eritrea",Brute Force Attempt,64.69,MEDIUM,16.88,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 149.50.193.94 was added to simulated block list.,2026-07-03T12:41:10.296902+00:00,False,,,[]
2025-08-05 01:25:00,cantrelllaura,136.78.196.165,"Wilcoxfort, Australia",Brute Force Attempt,81.98,HIGH,54.85,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 136.78.196.165 was added to simulated block list.,2026-07-03T12:41:10.303013+00:00,True,SOC-AI-20260703124110303711-cantrelllaura-d2f5d7b2,reports/tickets/SOC-AI-20260703124110303711-cantrelllaura-d2f5d7b2.txt,[]
2025-08-05 02:04:00,justinshields,166.10.33.143,"Amberton, South Georgia and the South Sandwich Islands",Brute Force Attempt,67.89,MEDIUM,48.91,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 166.10.33.143 was added to simulated block list.,2026-07-03T12:41:10.324947+00:00,False,,,[]
2025-08-05 02:14:00,wesley19,193.215.159.175,"West Jonathan, Tunisia",Possible Brute Force Success,71.08,MEDIUM,35.84,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user wesley19.,2026-07-03T12:41:10.329943+00:00,False,,,[]
2025-08-05 03:15:00,fcarr,194.226.110.204,"Newtonmouth, Cyprus",Brute Force Attempt,82.2,HIGH,12.02,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 194.226.110.204 was added to simulated block list.,2026-07-03T12:41:10.335379+00:00,True,SOC-AI-20260703124110336004-fcarr-121bf4f5,reports/tickets/SOC-AI-20260703124110336004-fcarr-121bf4f5.txt,[]
2025-08-05 03:19:00,zstewart,211.67.195.168,"Lake Sean, Kazakhstan",Possible Brute Force Success,71.2,MEDIUM,50.51,1,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'ML anomaly model confirmed abnormal authentication behavior']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user zstewart.,2026-07-03T12:41:10.342221+00:00,False,,,[]
2025-08-05 03:46:00,walterspatricia,151.53.47.70,"Bookerview, Tajikistan",Brute Force Attempt,87.07,HIGH,60.66,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 151.53.47.70 was added to simulated block list.,2026-07-03T12:41:10.346968+00:00,True,SOC-AI-20260703124110347759-walterspatricia-600c2f8a,reports/tickets/SOC-AI-20260703124110347759-walterspatricia-600c2f8a.txt,[]
2025-08-05 05:00:00,valerieoliver,218.133.106.109,"Roachport, Holy See (Vatican City State)",Brute Force Attempt,58.73,MEDIUM,47.26,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 218.133.106.109 was added to simulated block list.,2026-07-03T12:41:10.357633+00:00,False,,,[]
2025-08-05 05:03:00,thomasgarza,158.150.10.5,"Josephland, Congo",Possible Brute Force Success,66.4,MEDIUM,34.02,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user thomasgarza.,2026-07-03T12:41:10.362126+00:00,False,,,[]
2025-08-05 05:06:00,uclayton,193.34.225.207,"Martinezside, Niger",Brute Force Attempt,80.19,HIGH,36.85,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 193.34.225.207 was added to simulated block list.,2026-07-03T12:41:10.366509+00:00,True,SOC-AI-20260703124110367193-uclayton-43b1811c,reports/tickets/SOC-AI-20260703124110367193-uclayton-43b1811c.txt,[]
